Class Name,HastTest,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)"
org.apache.tools.ant.taskdefs.DefBase,0,0,0,0,0,0,0,0,0,12,11,27,2,9,90,0.048008208,14,4164.736846,373.0012149,383.2401336,248.1289987,232.0019532,4154.48288,4148.081484,4154.937304,91.76055798,255.6247249,0,,237.6416341,325.5764119,4148.045919,4160.757623,92.13796628,4148.933357,92.33273984,754767.0056,17206124
org.apache.tools.ant.taskdefs.DefaultExcludes,1,0,0,0,0,0,0,0,0,6,3,18,0,3,128,0.952652429,2,4127.992854,385.0000029,396.3092227,257.7518186,240.0000047,4117.001336,4110.124572,4117.11841,99.2975327,259.6150997,0,74,262.1852223,333.1741286,4110.017286,4123.482145,128.5577219,4111.074799,128.6582202,1068562.008,16892329
org.apache.tools.ant.taskdefs.CVSPass,1,0,0,0,0,0,0,0,0,6,3,30,0,3,1270,0.91250164,1,2992.995155,386.0000099,397.2807571,257.7518186,240.0000159,2977.687693,2968.172502,2977.84956,99.2975327,259.6150997,0,75,1285.39007,325.0430741,2968.06773,2985.745636,1270.114259,2969.488171,1269.849781,9151650.088,8809241
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,0,0,0,0,0,0,0,0,0,3,5,12,1,4,40,0.963812251,4,4215.43509,383.0000017,395.0923943,257.007782,238.0000028,4204.741134,4198.114458,4204.912009,101.8331969,259.7883754,0,,238.3595428,336.6095661,4198.008574,4211.473614,40.90367588,4199.120503,40.94780943,337452.0025,17623439
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,0,0,0,0,0,0,0,0,0,2,4,4,1,3,16,0.98148789,2,4239.517543,385.0000004,397.2769815,258.3118271,239.0000007,4228.759274,4222.121268,4228.872781,103.0921918,260.1634102,0,,243.5207687,342.242604,4222.000963,4235.848675,16.25922311,4223.137222,16.29388308,135364.001,17825527
org.apache.tools.ant.taskdefs.cvslib.RCSFile,0,0,0,0,0,0,0,0,0,5,2,7,2,0,39,0.96477699,2,4216.613096,385.0000016,396.5476012,259.0482581,241.0000026,4205.910365,4199.145866,4205.853183,101.2422837,258.11819,0,,243.1380117,339.411255,4199.003846,4212.695218,39.39466794,4200.074523,39.5158921,329050.0024,17631841
org.apache.tools.ant.taskdefs.cvslib.CvsUser,0,0,0,0,0,0,0,0,0,6,2,11,1,1,56,0.974755155,0,4199.868212,387.0000008,398.2524325,258.6832039,241.0000013,4188.93841,4182.138209,4188.93841,99.959992,258.6832039,0,,242.5189159,337.3084642,4182.007247,4195.581128,56.52899956,4183.056299,56.66080368,471531.0034,17489360
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,0,0,0,0,0,0,0,0,0,7,1,11,1,0,105,0.93514073,2,4150.893157,385.0000055,396.0732256,259.254701,242.0000087,4140.078864,4133.148195,4140.020531,99.3680029,258.3215051,0,,258.2105485,337.3084642,4133.007333,4146.741612,105.2685969,4134.046202,105.42133,878966.0063,17081925
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,0,1,1,0,0,0,1,0,0,12,5,60,0,5,720,0.866441237,5,3538.67885,382.0000233,392.005102,253.7479064,238.0000375,3526.041406,3518.127911,3526.313656,92.97311439,257.503398,3,,742.4133425,305.831653,3518.219087,3531.268469,721.0702903,3519.100453,721.1487909,5584380.046,12376511
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,18,3,1,88,0.9308436,3,4167.727918,384.0000062,394.6352747,255.7381473,239.00001,4156.876351,4150.139275,4156.876351,97.14422268,255.7381473,0,,245.2954302,331.0015106,4150.023928,4163.179314,89.11062553,4150.997591,89.30104686,738162.0054,17222729
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,0,0,0,0,0,0,0,0,0,4,3,25,1,2,183,0.995395408,1,4073.330456,386,397.7587208,258.4879107,240,4062.096134,4055.134276,4062.155339,101.5135459,259.4166533,0,,287.4708666,327.6659885,4055.037453,4068.217054,183.8222516,4056.136216,183.8712499,1517644.011,16443247
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,0,0,0,0,0,0,0,0,0,15,16,78,0,16,502,0.915827869,5,3755.478665,382.0000093,391.3425609,242.3922441,227.0000156,3742.889926,3736.048313,3743.82959,87.09764635,256.4936646,0,,528.6989231,295.1694429,3736.333561,3747.642059,504.5562135,3736.966818,504.688217,4003026.032,13957865
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,0,0,0,0,0,0,0,0,0,12,4,37,3,1,340,0.976454619,3,3916.868647,384.0000007,393.9543121,254.6860813,239.0000012,3905.320089,3898.148278,3905.320089,94.33981132,254.6860813,0,,399.1741082,318.1524792,3898.093105,3910.962158,341.0460266,3898.993203,341.2516166,2766277.021,15194614
org.apache.tools.ant.taskdefs.Cvs,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,0.994897959,0,4251.64968,387,399.4621384,261.4670151,242.0000001,4240.91028,4234.136512,4240.91028,104.6756896,261.4670151,0,,245.0307204,344.3675362,4234.000062,4247.981285,4.057563824,4235.157258,4.087488663,33890.00023,17927001
org.apache.tools.ant.taskdefs.Copyfile,1,0,0,0,0,0,0,0,0,6,5,24,0,5,137,0.933597678,2,4119.032168,385.0000057,396.3092227,255.8906016,238.0000093,4107.900315,4101.109728,4108.134005,98.67117107,259.6150997,0,35,261.5414323,329.0790179,4101.031271,4114.182057,137.9515268,4102.077157,138.0346913,1142467.008,16818424
org.apache.tools.ant.taskdefs.Copydir,1,0,0,0,0,0,0,0,0,8,7,39,0,7,277,0.154168039,3,3979.569952,384.0009316,394.8670662,253.2982432,236.0015157,3968.024319,3961.098964,3968.385692,96.16652224,258.8976632,0,33,345.9240702,319.1049984,3961.08526,3973.833036,278.2459167,3962.068273,278.3274088,2271162.017,15689729
org.apache.tools.ant.taskdefs.Copy,1,0,0,0,0,0,0,0,0,31,20,97,3,17,1137,0.113214979,7,3124.196057,380.0010347,386.2136714,233.430932,223.0017632,3109.00788,3101.052241,3110.196457,71.30918594,248.7609294,0,102,1144.466253,282.1719334,3101.638311,3113.811491,1138.815868,3101.767561,1139.151194,8344540.077,9616351
org.apache.tools.ant.taskdefs.ConditionTask,0,0,0,0,0,0,0,0,0,4,5,16,0,5,95,0.901016505,0,4161.035688,387.0000127,398.7292314,256.6320323,238.0000206,4149.830478,4143.108616,4150.061807,100.5783277,260.3459237,0,,249.6687245,334.5519392,4143.013413,4156.485775,95.60289435,4144.112088,95.6502901,796211.0057,17164680
org.apache.tools.ant.taskdefs.condition.Socket,0,0,0,0,0,0,0,0,0,4,4,13,1,3,89,0.972300382,0,4167.009719,387.000001,398.7292314,257.5597018,239.0000016,4155.878006,4149.123401,4155.993503,101.1928851,259.4166533,0,,250.2815547,335.9121909,4149.01016,4162.575885,89.47744326,4150.11048,89.5411853,746456.0053,17214435
org.apache.tools.ant.taskdefs.condition.Os,0,0,0,0,0,0,0,0,0,13,14,23,12,2,357,0.969771872,13,3898.978969,374.0000012,383.9856768,244.9693858,229.000002,3887.750249,3881.140296,3887.80928,93.04837452,245.904453,0,,421.4396639,321.0545125,3881.074453,3894.256925,357.7966857,3881.975013,358.0126396,2898506.022,15062385
org.apache.tools.ant.taskdefs.condition.Or,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.994897959,0,4232.728907,387,399.2154807,259.237343,240.0000001,4221.827211,4215.121469,4221.884177,103.0921918,260.1634102,0,,241.0906194,340.1190968,4215.002936,4228.700273,23.53877713,4216.139111,23.57153872,194426.0014,17766465
org.apache.tools.ant.taskdefs.condition.Not,0,0,0,0,0,0,0,0,0,2,3,8,1,3,33,0.9797539,0,4222.770891,387.0000005,399.2154807,259.237343,240.0000009,4211.843421,4205.121758,4211.900521,103.0921918,260.1634102,0,,241.2524242,339.4142012,4205.003836,4218.675977,33.49187761,4206.141819,33.52252592,278627.002,17682264
org.apache.tools.ant.taskdefs.condition.IsTrue,0,0,0,0,0,0,0,0,0,3,4,6,1,3,30,0.992359954,0,4225.758275,387.0000001,398.9711769,257.9341001,239.0000001,4214.781726,4208.121671,4214.89561,102.1420579,259.7883754,0,,242.8470458,340.8254685,4208.002165,4221.779956,30.30891722,4209.117841,30.36335942,253386.0018,17707505
org.apache.tools.ant.taskdefs.condition.IsSet,0,0,0,0,0,0,0,0,0,3,5,7,1,4,29,0.933448402,0,4226.754074,387.0000057,398.9711769,257.007782,238.0000093,4215.723544,4209.114159,4215.893974,101.8331969,259.7883754,0,,241.7333096,340.1190968,4209.00294,4222.71974,29.43777015,4210.117576,29.48482668,244970.0018,17715921
org.apache.tools.ant.taskdefs.condition.IsReference,1,0,0,0,0,0,0,0,0,4,6,14,1,5,68,0.949226769,0,4187.919412,387.0000033,398.7292314,255.704908,237.0000054,4176.729462,4170.107912,4176.958343,100.5783277,259.4166533,0,24,242.6729555,335.2163481,4170.011699,4183.451924,68.73404679,4171.10489,68.78766663,571758.0041,17389133
org.apache.tools.ant.taskdefs.condition.IsFalse,0,0,0,0,0,0,0,0,0,3,4,6,1,3,34,0.992359954,0,4221.775101,387.0000001,398.9711769,257.9341001,239.0000001,4210.788169,4204.121787,4210.90216,102.1420579,259.7883754,0,,243.3709114,340.8254685,4204.002167,4217.793025,34.27356193,4205.118904,34.32718357,287034.002,17673857
org.apache.tools.ant.taskdefs.condition.Http,0,0,0,0,0,0,0,0,0,4,4,15,1,3,109,0.970298587,0,4147.096575,387.0000011,398.7292314,257.5597018,239.0000018,4135.911266,4129.123999,4136.027321,101.1928851,259.4166533,0,,256.2291316,334.5220471,4129.013535,4142.528938,109.5159656,4130.115858,109.5749891,912018.0065,17048873
org.apache.tools.ant.taskdefs.condition.FilesMatch,0,0,0,0,0,0,0,0,0,4,4,13,1,3,60,0.982750794,0,4195.885246,387.0000004,398.7292314,257.5597018,239.0000006,4184.830343,4178.122545,4184.945041,101.1928851,259.4166533,0,,241.5314581,335.9121909,4178.01009,4191.481957,60.70437525,4179.102775,60.77448961,504973.0036,17455918
org.apache.tools.ant.taskdefs.condition.Equals,1,0,0,0,0,0,0,0,0,6,3,11,1,2,74,0.977248135,0,4181.945122,387.0000007,398.2524325,257.7518186,240.0000011,4170.910692,4164.130762,4170.968353,99.62429423,258.6832039,0,23,247.2765008,337.3084642,4164.007279,4177.639645,74.40618001,4165.060864,74.52657341,621759.0044,17339132
org.apache.tools.ant.taskdefs.condition.Contains,1,0,0,0,0,0,0,0,0,5,3,9,1,2,64,0.982259664,0,4191.902313,387.0000004,398.4896485,258.11819,240.0000007,4180.894163,4174.130448,4180.951686,100.5683847,259.0482581,0,13,246.4129831,338.7107911,4174.004881,4187.720263,64.31559406,4175.080957,64.41574808,538377.0038,17422514
org.apache.tools.ant.taskdefs.condition.ConditionBase,0,0,0,0,0,0,0,0,0,20,20,25,5,18,122,0.907386388,6,4133.596134,381.0000113,389.3083611,236.9155968,223.0000192,4122.036511,4116.035107,4122.817605,81.78630692,250.1379619,0,,253.300846,324.7352768,4116.05035,4128.790259,123.7791451,4116.77738,124.0838342,1019213.008,16941678
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,20,1,19,1,1,1,3,4254.365405,384,396.5564273,243.9877046,223,4242.864363,4237.136415,4242.864363,104.6756896,243.9877046,0,,246.0075383,332.031625,4237.020136,4249.989882,13.10018302,4238.156439,13.10257766,8476.010284,17952415
org.apache.tools.ant.taskdefs.condition.And,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.994897959,0,4232.728907,387,399.2154807,259.237343,240.0000001,4221.827211,4215.121469,4221.884177,103.0921918,260.1634102,0,,241.0906194,340.1190968,4215.002936,4228.700273,23.53877713,4216.139111,23.57153872,194426.0014,17766465
org.apache.tools.ant.taskdefs.Concat,1,2,1,0,0,1,1,0,0,28,18,94,2,18,769,0.444490807,1,3490.409288,386.0003997,392.6576117,236.2392855,225.0006858,3476.289113,3469.041654,3477.292194,73.97972695,250.5673562,7,149,782.5996539,284.6208004,3469.527062,3480.656547,771.4606755,3469.747109,771.8053168,5926777.05,12034114
org.apache.tools.ant.taskdefs.compilers.Sj,0,0,0,0,0,0,0,0,0,2,6,11,1,5,41,0.017422568,1,4214.71292,386.0012506,398.246155,256.4624729,237.0020368,4203.686239,4197.107218,4203.913653,102.4890238,260.1634102,0,,239.5138694,337.3084642,4197.007222,4210.532745,41.75357867,4198.143995,41.76770905,345846.0025,17615045
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,26,1,9,195,0.000421764,1,4061.384616,386.0012942,397.7587208,252.0019841,233.0021441,4049.708385,4043.0836,4050.176539,99.45853407,259.4166533,0,,294.4749296,326.9892965,4043.040537,4056.201548,195.8833623,4044.139587,195.8785554,1614821.012,16346070
org.apache.tools.ant.taskdefs.compilers.Jvc,0,0,0,0,0,0,0,0,0,2,9,24,1,8,147,0.035422768,0,4109.263924,387.0012021,399.2154807,253.6927275,234.001988,4097.686786,4091.089097,4098.092483,101.651365,260.1634102,0,,266.9255057,328.3443315,4091.034289,4104.155333,147.9903289,4092.173628,147.9571718,1224387.009,16736504
org.apache.tools.ant.taskdefs.compilers.Jikes,0,1,1,0,0,0,0,1,0,2,9,28,1,8,268,0.019437791,0,3988.817995,387.0012422,399.2154807,253.6927275,234.0020545,3976.890242,3970.091813,3977.308261,101.651365,260.1634102,2,,345.6987096,325.6409065,3970.047661,3983.333026,268.7416687,3971.209388,268.6754271,2199772.016,15761119
org.apache.tools.ant.taskdefs.compilers.JavacExternal,0,0,0,0,0,0,0,0,0,2,6,14,1,5,45,0.004439959,0,4210.821535,387.0012805,399.2154807,256.4624729,237.002091,4199.692608,4193.10732,4199.920237,102.4890238,260.1634102,0,,237.281089,335.2163481,4193.011635,4206.378371,46.09204314,4194.145086,46.10512583,379409.0028,17581482
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,2,7,13,1,6,66,0.00815338,0,4189.910858,387.001271,399.2154807,255.5386468,236.0020842,4178.669645,4172.10079,4178.955013,102.2007828,260.1634102,0,,243.0849117,335.9121909,4172.010104,4185.501284,66.66306911,4173.150848,66.66415955,555073.004,17405818
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,3,8,20,1,7,151,0.019599441,0,4105.28172,387.0012418,398.9711769,254.2321773,235.0020451,4093.750603,4087.095913,4094.099413,100.9603883,259.7883754,0,,272.464161,331.0740099,4087.024048,4100.387665,151.6819085,4088.150927,151.6780701,1257095.009,16703796
org.apache.tools.ant.taskdefs.compilers.Gcj,0,1,1,0,0,0,1,0,0,3,9,28,1,8,155,0.00114074,1,4101.205311,386.0012924,398.0012563,253.3081128,234.0021319,4089.699867,4083.089272,4090.106356,100.6876358,259.7883754,3,,268.1195582,325.6409065,4083.046342,4095.96521,156.2548748,4084.152054,156.243342,1289783.009,16671108
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,0,0,0,0,0,0,0,0,21,23,98,8,15,951,1.70677E-13,10,3308.549229,377.0013263,385.1882657,233.7541443,220.0022727,3294.35411,3287.060845,3295.318649,81.49233093,246.9757073,0,,961.0917027,277.4112471,3287.696759,3298.685496,953.4729277,3287.949209,953.6353126,7156373.063,10804518
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,0,0,0,0,0,0,0,0,0,5,13,28,1,12,225,0.952988886,2,4031.425802,385.0000029,396.5476012,248.8473428,230.0000048,4019.585675,4013.06591,4020.230093,97.74456507,259.0482581,0,,313.6690135,325.6409065,4013.04715,4026.190631,225.9017261,4014.124313,225.8945094,1856503.014,16104388
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4253.550517,386,398.246155,258.3118271,239,4242.73697,4236.128539,4242.73697,103.406963,258.3118271,0,,245.0086036,342.2659784,4236.000944,4249.804937,3.463890617,4237.133465,3.490788354,16950.00036,17943941
org.apache.tools.ant.taskdefs.Chmod,0,0,0,0,0,0,0,0,0,18,15,58,0,15,316,0.099381076,41,3937.232531,346.0011721,355.5840266,242.297338,228.0017788,3928.621641,3922.050994,3929.458996,84.40379138,255.5151659,0,,367.6340301,307.0586263,3922.18443,3934.001652,318.3577866,3922.857122,318.601064,2578618.02,15382273
org.apache.tools.ant.taskdefs.Checksum,1,1,1,0,0,0,1,0,0,20,11,91,1,10,962,0.843174282,3,3298.428717,384.000032,392.2448215,245.4057864,232.000053,3284.204622,3276.095389,3284.85266,83.81527307,253.931093,3,60,972.5307789,287.0836115,3276.513578,3288.55485,963.7805206,3276.976655,963.9501057,7228559.064,10732332
org.apache.tools.ant.taskdefs.CallTarget,1,0,0,0,0,0,0,0,0,14,10,44,0,10,199,7.74378E-05,3,4057.21296,384.0013019,393.5123886,248.3646513,233.0021456,4045.715017,4039.07737,4046.243319,89.56003573,256.8267899,0,33,283.9539948,315.8686436,4039.105734,4051.332373,201.1851793,4039.915469,201.3959813,1647167.012,16313724
org.apache.tools.ant.taskdefs.BZip2,1,0,0,0,0,0,0,0,0,2,5,15,0,5,67,0.990814309,0,4188.915134,387.0000001,399.2154807,257.3868684,238.0000002,4177.7847,4171.107886,4178.014481,102.4890238,261.0900228,0,26,241.4187217,335.2431953,4171.011633,4184.45086,67.74069573,4172.151124,67.74853326,563418.004,17397473
org.apache.tools.ant.taskdefs.BUnzip2,1,0,0,0,0,0,0,0,0,3,5,25,0,5,191,0.980346499,0,4065.461597,387.0000005,398.9711769,257.007782,238.0000008,4053.99223,4047.111192,4054.229027,101.5332458,260.7163209,0,19,292.5706204,328.4021924,4047.034423,4060.302575,191.7452125,4048.162299,191.7452643,1582460.012,16378431
org.apache.tools.ant.taskdefs.BuildNumber,0,0,0,0,0,0,0,0,0,6,5,35,0,5,300,0.886712458,3,3956.677899,384.0000167,395.3378302,255.8906016,238.000027,3945.18542,3938.11427,3945.428747,98.67117107,259.6150997,0,,366.8259676,321.726592,3938.06933,3951.120347,300.9228642,3939.12173,300.9664314,2452835.018,15508056
org.apache.tools.ant.taskdefs.Basename,1,0,0,0,0,0,0,0,0,5,5,15,0,5,90,0.907527878,2,4165.828729,385.0000111,396.5476012,256.259634,238.000018,4154.822259,4148.108485,4155.053309,99.62429423,259.9788453,0,47,248.7503024,335.2431953,4148.011697,4161.525201,90.55739281,4149.087731,90.62887909,754755.0054,17206136
org.apache.tools.ant.taskdefs.Available,1,0,0,0,0,0,0,0,0,20,14,69,1,13,819,0.003154195,3,3440.496621,384.0012939,392.2448215,242.5716389,229.0021696,3426.660473,3419.07078,3427.483333,82.96987405,253.931093,0,112,836.4655072,299.6080773,3419.302558,3432.102271,820.3197545,3419.935818,820.5055894,6271152.053,11689739
org.apache.tools.ant.taskdefs.AntStructure,1,0,0,0,0,0,0,0,0,9,7,61,0,7,749,0.931240814,3,3510.067948,384.0000062,394.6352747,252.936751,236.00001,3496.972548,3489.112351,3497.382593,95.21029356,258.5440001,0,11,770.2039725,305.2212312,3489.22783,3502.325085,750.0766705,3490.186528,750.0536855,5787584.048,12173307
org.apache.tools.ant.taskdefs.AntlibDefinition,0,0,0,0,0,0,0,0,0,5,8,12,6,2,49,0.982259664,6,4206.290765,381.0000004,392.6652518,253.4758371,235.0000007,4195.586491,4189.129981,4195.642621,100.5683847,254.4032233,0,,240.0843318,333.0480446,4189.01732,4202.2187,50.45753014,4190.077088,50.55858027,412935.0031,17547956
org.apache.tools.ant.taskdefs.Antlib,1,0,0,0,0,0,0,0,0,8,11,45,1,10,216,0.921744196,1,4040.480169,386.0000079,396.8122982,249.5756398,232.0000132,4028.685642,4022.077697,4029.213943,95.33624704,257.9631757,0,27,295.4270308,314.4598544,4022.116664,4034.274284,218.21183,4023.052075,218.2878507,1784205.013,16176686
org.apache.tools.ant.taskdefs.Ant,1,1,1,0,0,0,1,0,0,24,17,118,2,15,1066,0.288683683,6,3194.799681,381.000664,388.5061132,238.4365744,226.0011194,3180.04088,3172.063051,3181.066488,78.58753082,251.7459036,3,410,1071.517231,272.4720169,3172.831225,3183.681046,1068.536137,3172.910336,1068.73954,7899178.072,10061713
org.apache.tools.ant.taskdefs.AbstractCvsTask,1,0,0,0,0,0,0,0,0,41,17,105,2,15,988,0.518402922,6,3272.256255,381.0003044,385.5411781,233.5743993,226.0005131,3257.84837,3250.061538,3258.84949,62.29767251,247.145706,0,29,996.1140095,278.861973,3250.674808,3261.941753,990.2842954,3250.535494,990.8602064,7398249.066,10562642
org.apache.tools.ant.TaskContainer,1,0,0,0,0,0,0,0,0,1,13,1,12,1,1,1,1,4254.546392,386,398.4934127,250.4016773,230,4243.238032,4237.136415,4243.238032,104.6756896,250.4016773,0,34,246.0048969,336.7729205,4237.008171,4250.362926,8.380197855,4238.156439,8.383940726,8476.004227,17952415
org.apache.tools.ant.TaskAdapter,0,1,1,0,0,0,0,1,0,7,6,26,2,5,237,0.869141885,5,4019.194571,382.0000224,393.1577292,254.5937941,237.0000361,4008.013224,4001.11247,4008.191737,97.71898485,257.3888109,2,,323.758925,326.2529693,4001.044363,4014.279761,237.7637057,4002.080709,237.8463656,1952669.014,16008222
org.apache.tools.ant.Task,0,0,0,0,0,0,0,0,0,30,138,52,135,7,318,0.323738039,260,3922.056731,127.0018005,145.0137924,126.1942946,105.0021777,3921.405998,3920.099999,3921.46006,75.3923073,127.8632082,0,,377.5809736,222.4275163,3921.918805,3926.305388,340.8654086,3920.62495,341.3564145,2594296.023,15366595
org.apache.tools.ant.Target,0,0,0,0,0,0,0,0,0,23,32,57,28,6,441,0.554344673,24,3814.312258,363.0002736,371.0768115,224.6107745,211.0004706,3802.858136,3797.110744,3803.025769,82.28000972,227.4313083,0,,480.8906621,286.1747718,3797.457109,3807.769032,444.936108,3797.780668,445.3139887,3543492.028,14417399
org.apache.tools.ant.RuntimeConfigurable,0,2,1,0,0,0,1,1,0,21,19,66,12,8,502,0.437910335,9,3755.073901,378.0004179,386.1670623,237.5226305,224.0007052,3742.709179,3736.097563,3743.073069,83.48652586,243.1892267,5,,533.3676951,292.6790051,3736.367668,3747.446731,504.7597366,3736.835158,505.0716064,4003014.032,13957877
org.apache.tools.ant.PropertyHelper,0,1,1,0,0,0,1,0,0,20,3,50,2,2,721,0.66499175,3,3537.901214,384.0001461,392.2448215,252.9822128,240.0002338,3525.179286,3517.154816,3525.179286,86.53900855,252.9822128,3,,746.0890657,310.4979871,3517.170155,3530.679538,721.8032413,3517.909749,722.0991275,5591405.046,12369486
org.apache.tools.ant.ProjectHelper,0,1,1,0,0,1,0,0,0,18,23,68,16,9,413,0.376910066,18,3842.757604,369.0005261,378.0013227,234.785008,220.0008824,3831.321574,3825.088365,3831.670784,86.02325267,240.4163056,4,,450.2317924,288.3001908,3825.421618,3835.84958,416.9264848,3825.878853,417.1847273,3330087.026,14630804
org.apache.tools.ant.ProjectComponent,0,0,0,0,0,0,0,0,0,5,128,8,128,1,37,0.967345994,217,4204.43825,170.0000031,194.7434209,149.1643389,115.0000046,4202.573735,4201.137584,4202.54649,100.9009415,148.3947438,0,,242.7046201,264.796148,4201.76734,4209.337002,88.4087203,4202.074012,88.45678621,312251.0132,17648640
org.apache.tools.ant.Project,1,1,1,0,0,0,0,1,0,100,202,247,193,23,2015,3.9058E-05,202,2230.684648,185.0027025,185,41,41.01219236,2223.378061,2223.032388,2223.53997,12,49,2,130,2021.250248,49,2242.632553,2223.53997,2036.733665,2223,2037.805707,13019162.16,4941729
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,3,3,17,2,1,204,0.884725433,2,4052.330317,385.0000173,397.0314849,258.8609665,240.0000277,4041.133009,4034.14328,4041.133009,102.7861858,258.8609665,0,,307.207192,332.4154028,4034.019925,4047.672912,204.3788468,4035.166044,204.4071872,1687505.012,16273386
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,4,4,16,0,4,59,0.934081903,1,4196.788892,386.0000056,397.7587208,257.5597018,239.0000091,4185.828711,4179.114978,4186.001075,100.8811182,260.3459237,0,,238.3635111,334.5519392,4179.013297,4192.369974,59.94774626,4180.102511,60.01038225,496619.0036,17464272
org.apache.tools.ant.Main,0,0,0,0,0,0,0,0,0,23,14,113,1,14,1964,0.82468618,2,2306.360986,385.0000399,392.6245025,241.5988411,229.0000671,2285.501477,2274.096964,2286.735009,79.81227976,253.0019763,0,,1962.635016,275.7480734,2275.057117,2290.657766,1965.255371,2275.303276,1965.100314,12789681.15,5171210
org.apache.tools.ant.MagicNames,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,1,0,4249.657986,387,399.4621384,262.3928353,243,4238.970748,4232.144728,4238.91354,105.0047618,261.4670151,0,,245.0704702,344.3675362,4232.000062,4245.987871,6.027710482,4233.157805,6.065517023,50822.00034,17910069
org.apache.tools.ant.Location,0,0,0,0,0,0,0,0,0,8,80,19,79,1,99,0.895546976,13,4155.862967,374.0000146,385.1493217,187.1710448,163.0000335,4142.208348,4139.139645,4142.208348,98.08159868,187.1710448,0,,250.0140799,280.2730811,4139.507552,4148.478516,118.3239846,4140.022343,118.4649537,829342.0089,17131549
org.apache.tools.ant.loader.AntClassLoader2,0,0,0,0,0,0,0,0,0,7,5,53,0,5,404,0.80414079,3,3853.182062,384.0000499,395.1012528,255.5249499,238.0000806,3841.37996,3834.117369,3841.629862,97.71898485,259.254701,0,,447.408396,310.1612484,3834.15914,3846.525185,405.5185408,3835.127768,405.5591491,3261141.025,14699750
org.apache.tools.ant.listener.MailLogger,0,0,0,0,0,0,0,0,0,7,10,69,0,10,453,0.881051365,2,3804.530194,385.0000184,396.0732256,250.8744706,233.0000304,3792.164817,3785.082562,3792.728437,96.30160954,259.254701,0,,485.843446,300.413049,3785.263717,3796.90308,455.2438983,3786.142364,455.2352971,3634488.028,14326403
org.apache.tools.ant.listener.AnsiColorLogger,0,0,0,0,0,0,0,0,0,3,1,18,0,1,258,0.985969388,1,3998.67428,386.0000003,398.0012563,260.7163209,242.0000004,3987.350499,3980.145223,3987.350499,102.7861858,260.7163209,0,,344.5521867,333.1741286,3980.01785,3993.921006,258.2584901,3981.18186,258.2729976,2120262.016,15840629
org.apache.tools.ant.IntrospectionHelper,1,4,1,0,0,1,2,1,0,33,29,100,19,25,1585,0.13337743,7,2680.076305,380.0009882,385.8613741,224.2431716,214.0017547,2661.61699,2653.018847,2662.355724,67.74215822,232.8475896,12,536,1589.247599,267.0917445,2654.146451,2666.410884,1587.027702,2653.845889,1587.251548,10922335.11,7038556
org.apache.tools.ant.input.PropertyFileInputHandler,0,0,0,0,0,0,0,0,0,3,3,19,0,3,104,0.966336881,1,4151.981696,386.0000015,398.0012563,258.8609665,240.0000024,4140.960758,4134.123849,4141.077155,102.1420579,260.7163209,0,,250.4803379,332.4875938,4134.019222,4147.349033,104.765878,4135.137845,104.802771,870707.0063,17090184
