@relation 'Ant16AllModels-weka.filters.unsupervised.attribute.Remove-R1-10,29-30,42-43,46-47-weka.filters.unsupervised.attribute.Remove-R29,31'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute 'd(WMC, RFC)' numeric
@attribute #Nbugs numeric

@data
3,1,18,0,1,258,0.985969,1,3998.67428,386,398.001256,260.716321,242,3987.350499,3980.145223,3987.350499,102.786186,260.716321,344.552187,333.174129,3980.01785,3993.921006,258.25849,3981.18186,258.272998,2120262.016,15840629,9638,0
33,29,100,19,25,1585,0.133377,7,2680.076305,380.000988,385.861374,224.243172,214.001755,2661.61699,2653.018847,2662.355724,67.742158,232.84759,1589.247599,267.091745,2654.146451,2666.410884,1587.027702,2653.845889,1587.251548,10922335.11,7038556,4636,3
33,29,100,19,25,1585,0.133377,7,2680.076305,380.000988,385.861374,224.243172,214.001755,2661.61699,2653.018847,2662.355724,67.742158,232.84759,1589.247599,267.091745,2654.146451,2666.410884,1587.027702,2653.845889,1587.251548,10922335.11,7038556,4636,3
33,29,100,19,25,1585,0.133377,7,2680.076305,380.000988,385.861374,224.243172,214.001755,2661.61699,2653.018847,2662.355724,67.742158,232.84759,1589.247599,267.091745,2654.146451,2666.410884,1587.027702,2653.845889,1587.251548,10922335.11,7038556,4636,3
3,3,19,0,3,104,0.966337,1,4151.981696,386.000001,398.001256,258.860967,240.000002,4140.960758,4134.123849,4141.077155,102.142058,260.716321,250.480338,332.487594,4134.019222,4147.349033,104.765878,4135.137845,104.802771,870707.0063,17090184,9637,0
3,3,8,2,1,32,0.979722,3,4223.492867,384,396.061864,258.860967,240.000001,4212.841796,4206.13742,4212.841796,102.786186,258.860967,241.125904,338.704886,4206.004853,4219.615741,32.62286,4207.118372,32.69171,270216.002,17690675,9648,0
5,5,7,5,0,32,0.96975,4,4223.402065,383.000001,394.606133,256.259634,238.000002,4212.728332,4206.145623,4212.671955,101.242284,255.331157,242.139594,337.296605,4206.007228,4219.502933,32.919681,4207.072735,33.04021,270215.002,17690676,9265,0
1,8,1,6,2,1,1,1,4254.546392,386,398.493413,255.001961,235,4243.511989,4237.128509,4243.567485,104.355163,255.923817,246.003039,340.898812,4237.002077,4250.691826,4.312903,4238.156439,4.318348,8476.001126,17952415,10047,0
4,7,22,2,5,121,0.974755,3,4134.869405,384.000001,395.81814,254.778335,236.000001,4123.758601,4117.109301,4123.989452,100.578328,258.487911,255.377809,328.975683,4117.031553,4130.122758,122.087868,4118.119109,122.128857,1010977.007,16949914,9441,1
14,18,63,9,13,322,0.949963,6,3934.490691,381.000003,390.585458,240.875486,225.000006,3922.45854,3916.061797,3922.925566,88.769364,248.364651,370.746348,296.892236,3916.296647,3927.238343,325.653766,3916.944217,325.820648,2625651.02,15335240,7580,0
9,17,73,7,16,432,0.625782,4,3825.222216,383.000183,393.662292,243.632921,226.00031,3812.704027,3806.047425,3813.248091,92.962358,252.003968,465.300557,292.40554,3806.364682,3817.21587,435.281668,3807.087732,435.29244,3475081.027,14485810,8455,0
26,10,47,7,3,279,0.808546,7,3977.195117,380.000048,387.138218,244.468812,233.000079,3965.850476,3959.129323,3965.968482,80.622577,246.375729,343.134902,308.585483,3959.168333,3971.008184,281.377707,3959.691528,281.862535,2287010.017,15673881,5676,0
3,5,19,0,5,89,0.969388,0,4167.009719,387.000001,398.971177,257.007782,238.000002,4155.820617,4149.108458,4156.051612,101.533246,260.716321,244.660051,332.487594,4149.019152,4162.300926,89.908232,4150.133733,89.933861,746462.0054,17214429,9637,0
10,15,39,4,12,344,0.94746,6,3912.594663,381.000004,391.485632,245.120379,228.000006,3900.669173,3894.067924,3901.266461,92.892411,254.448423,401.587565,316.082268,3894.108074,3906.807392,345.281561,3895.039923,345.360442,2797447.021,15163444,8308,0
19,18,40,6,16,386,0.759238,6,3870.79643,381.000076,389.515083,239.135945,225.000129,3858.565666,3852.046858,3859.22272,83.198558,249.513527,437.620036,313.918779,3852.126154,3864.770239,387.338255,3852.851541,387.583932,3122780.024,14838111,6768,0
10,6,30,1,5,328,0.926131,1,3929.006999,386.000007,396.353378,253.513313,237.000011,3917.176151,3910.115088,3917.420197,94.86833,257.256681,392.759635,324.299244,3910.055298,3923.425799,328.671895,3911.035668,328.802211,2672574.02,15288317,8317,0
7,5,18,1,4,126,0.950123,1,4130.077481,386.000003,397.045338,255.52495,238.000005,4118.881887,4112.116851,4119.056324,98.030607,258.321505,261.247033,332.448492,4112.019445,4125.41707,126.644557,4113.051544,126.760442,1052118.008,16908773,8878,0
8,6,26,1,5,172,0.934203,1,4084.281087,386.000006,396.812298,254.230211,237.000009,4072.9013,4066.110672,4073.136015,96.767763,257.963176,279.832388,326.989297,4066.040308,4079.127113,172.967953,4067.040693,173.088426,1428314.01,16532577,8685,0
7,5,17,1,4,107,0.950123,1,4148.994698,386.000003,397.045338,255.52495,238.000005,4137.850287,4131.116314,4138.023925,98.030607,258.321505,253.572557,333.138109,4131.017302,4144.410935,107.677998,4132.046708,107.798017,895500.0064,17065391,8879,0
4,3,7,1,2,161,0.894746,1,4095.231984,386.000014,397.758721,258.487911,240.000023,4084.057909,4077.133552,4084.116796,101.513546,259.416653,288.818193,340.119097,4077.003036,4091.162426,161.071779,4078.130086,161.126378,1338722.01,16622169,9456,0
9,0,23,0,0,250,0.989822,0,4006.733458,387,397.555028,259.48025,243,3995.396476,3988.153583,3995.335781,97.498718,258.544,335.266337,329.757487,3988.02949,4001.610176,250.44493,3989.038105,250.611255,2056523.015,15904368,8505,0
13,7,39,1,6,424,0.891627,1,3833.483012,386.000015,395.682954,251.525347,236.000025,3821.294545,3814.11025,3821.606599,91.706052,256.222559,471.538308,318.347295,3814.093784,3827.26286,424.860982,3814.992136,425.02992,3414087.026,14546804,7777,0
7,5,22,1,4,150,0.934203,1,4106.183143,386.000006,397.045338,255.52495,238.000009,4094.922221,4088.117537,4095.097679,98.030607,258.321505,270.245918,329.70593,4088.028963,4101.274192,150.798147,4089.057715,150.908549,1248922.009,16711969,8874,0
8,9,29,1,8,187,0.934203,1,4069.348474,386.000006,396.812298,251.435877,234.000009,4057.752703,4051.089977,4058.162392,95.880133,257.963176,286.973772,324.969229,4051.049989,4064.013533,188.118088,4052.044546,188.214125,1550072.011,16410819,8682,0
8,6,26,1,5,173,0.934203,1,4083.285564,386.000006,396.812298,254.230211,237.000009,4071.902995,4065.1107,4072.137768,96.767763,257.963176,280.445839,326.989297,4065.040318,4078.130331,173.962464,4066.040949,174.082718,1436445.01,16524446,8685,0
10,6,25,1,5,251,0.926131,1,4005.641646,386.000007,396.353378,253.513313,237.000011,3994.037807,3987.112865,3994.277156,94.86833,257.256681,334.724954,327.665989,3987.038091,4000.441726,251.619912,3988.015672,251.767909,2064500.015,15896391,8322,0
4,4,13,1,3,87,0.929663,1,4168.90837,386.000006,397.758721,257.559702,239.00001,4157.874697,4151.123342,4157.990139,101.192885,259.416653,249.580155,335.912191,4151.010155,4164.569365,87.488301,4152.109946,87.552501,729856.0052,17231035,9450,0
5,4,19,1,3,107,0.964815,1,4148.994698,386.000002,397.518553,257.188647,239.000003,4137.907926,4131.123939,4138.023925,100.244701,259.048258,251.759889,331.760456,4131.021519,4144.300423,107.832091,4132.092206,107.914348,895502.0065,17065389,9253,0
9,5,28,0,5,217,0.928641,1,4039.484744,386.000007,396.581643,254.803846,238.000011,4028.037363,4021.111911,4028.275686,95.817535,258.544,307.960294,326.381678,4021.043541,4034.224337,217.821828,4022.029587,217.954818,1792231.013,16168660,8500,0
5,3,20,1,2,168,0.967225,1,4088.263201,386.000001,397.518553,258.11819,240.000002,4077.070026,4070.133782,4077.129014,100.568385,259.048258,282.204322,331.07401,4070.024148,4083.4434,168.578716,4071.108571,168.654821,1395764.01,16565127,9252,0
1,19,1,19,0,1,1,0,4254.637235,387,399.462138,244.902021,224,4242.917039,4237.144557,4242.864363,105.004762,243.987705,246.007538,332.031625,4237.020136,4249.989882,13.099569,4238.156439,13.102578,8476.010284,17952415,10047,0
4,14,7,11,3,22,0.974723,11,4232.733396,376.000001,388.061851,248.308276,229.000001,4222.214703,4216.12144,4222.323649,101.192885,250.153953,241.049262,333.108091,4216.017038,4229.139038,25.059455,4217.092837,25.129531,185995.0017,17774896,9456,0
10,20,21,18,2,151,0.883794,17,4103.714049,370.000018,380.788655,240.47661,223.00003,4093.079281,4087.133225,4093.133885,95.859272,241.404225,272.16841,318.201194,4087.088479,4099.368366,153.371444,4087.990827,153.562006,1257096.009,16703795,8326,0
14,4,14,4,0,14,1,1,4241.60017,386,395.464284,254.001969,239,4230.756079,4224.145002,4230.699706,92.84934,253.061257,233.425668,333.066059,4224.017125,4237.110926,18.444878,4224.875383,18.689238,118482.0014,17842409,7629,0
3,2,8,2,0,28,0.984772,3,4227.476316,384,396.061864,259.788375,241,4216.892339,4210.145484,4216.835306,103.121288,258.860967,240.629335,338.704886,4210.004848,4223.602846,28.703156,4211.11731,28.780504,236552.0017,17724339,9648,0
2,4,2,3,1,2,1,0,4253.641381,387,399.215481,258.311827,239,4242.73697,4236.136447,4242.73697,103.73042,258.311827,245.008604,342.265978,4236.000944,4249.804937,3.459331,4237.133465,3.490788,16950.00036,17943941,9849,0
53,37,119,28,9,1739,0.186811,31,2524.229982,356.000929,359.089125,211.293634,206.001605,2507.476221,2499.13525,2508.146128,53.712196,219.100434,1741.354845,249.359179,2500.8331,2511.410162,1741.626435,2499.441938,1742.369782,11715762.13,6245129,2337,0
17,4,58,1,4,630,0.684906,2,3628.483016,385.000129,393.845147,253.001976,239.000208,3615.907217,3608.133174,3616.039961,88.600226,254.892134,656.542372,306.271122,3608.208867,3620.975835,631.190395,3608.954558,631.419735,4943038.04,13017853,7078,1
10,4,30,1,3,252,0.781406,2,4004.550037,385.000062,395.379565,255.384025,239.0001,3993.158775,3986.128448,3993.278978,95.519631,257.256681,332.185045,324.299244,3986.054243,3999.170664,252.856571,3987.015927,253.019697,2072478.015,15888413,8317,0
3,2,5,1,1,34,0.933728,1,4221.68355,386.000006,398.001256,259.788375,241.000009,4210.90216,4204.137486,4210.90216,102.786186,259.788375,244.361209,341.533307,4204.001508,4217.850282,34.177002,4205.118904,34.246364,287033.002,17673858,9651,0
16,13,39,6,7,341,0.883975,6,3915.580417,381.000018,390.149971,244.859143,230.000029,3903.781372,3897.100589,3904.13947,88.543774,250.503493,399.132726,314.579084,3897.119471,3909.676329,342.39041,3897.905207,342.635971,2774074.021,15186817,7264,0
34,21,132,8,16,1255,0.000001,10,3006.728787,377.001326,382.733589,231.603109,222.002252,2991.249405,2983.060509,2992.163933,68.680419,243.129595,1257.894118,260.731663,2984.192694,2994.373056,1257.900093,2983.730048,1258.280854,9062487.087,8898404,4471,0
4,5,4,4,1,4,1,1,4251.558773,386,397.758721,256.632032,238,4240.683907,4234.136512,4240.683907,101.843017,256.632032,243.034693,340.136737,4234.002902,4247.640404,6.364915,4235.088193,6.427773,33892.00061,17926999,9459,0
7,9,7,8,1,7,1,1,4248.571172,386,397.045338,251.803495,234,4237.46587,4231.136609,4237.46587,99.0202,251.803495,240.111737,335.195465,4231.011579,4244.256943,12.119034,4232.021975,12.215436,59290.00128,17901601,8889,0
15,243,27,242,1,157,0.902614,387,4081,0.097386,85,85,0.097386,4081,4081.141629,4081,91.547802,85,274.275839,220,4082.916795,4086.925617,200.732227,4081.885104,200.97295,1306110.016,16654781,7445,0
11,12,15,9,4,97,0.940465,13,4157.854856,374.000005,384.443754,247.552015,231.000008,4147.438004,4141.116033,4147.549879,94.244363,249.419326,251.554534,328.805414,4141.032036,4154.033462,98.370416,4141.956301,98.578402,812778.006,17148113,8153,0
20,11,45,7,4,543,0.697969,8,3714.386356,379.00012,387.351262,245.405786,232.000197,3702.276192,3695.130038,3702.465395,85.79627,248.243832,578.722917,309.885463,3695.167744,3707.971683,544.138733,3695.865934,544.453336,4307664.034,13653227,6602,0
49,24,126,18,8,1512,0.14613,15,2751.265164,372.00098,375.479693,224.859956,219.001665,2734.782807,2726.133709,2735.187745,57.706152,229.732453,1514.444,254.59183,2727.501911,2737.862853,1514.700914,2726.477031,1515.407488,10529694.11,7431197,2722,1
