@relation 'ALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,1-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,35-37-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #Normal_binarized {0,1}

@data
-0.956044,-0.948187,-0.71831,-1,-0.714286,-0.912347,0.849518,-1,0.906309,0.999989,0.995035,0.948679,0.948149,0.908474,0.911696,0.9085,0.918204,0.994972,-0.965979,0.82772,0.911709,0.906521,-0.911448,0.911153,-0.910903,-0.828532,0.828532,0
-0.912088,-0.979275,-0.934272,-0.989583,-0.942857,-0.990575,0.954888,-1,0.989925,0.999989,0.990171,0.969961,0.979259,0.990205,0.99051,0.990178,0.90649,0.974219,-0.993779,0.957265,0.990505,0.98987,-0.990513,0.990409,-0.990413,-0.981194,0.981194,0
-0.934066,-0.948187,-0.887324,-0.989583,-0.771429,-0.98115,0.828652,-0.979798,0.979743,0.979778,0.967977,0.943853,0.948149,0.980299,0.981005,0.980334,0.904041,0.979175,-0.994832,0.927146,0.981012,0.97977,-0.980863,0.980867,-0.980725,-0.962476,0.962476,0
-0.956044,-0.968912,-0.934272,-0.989583,-0.828571,-0.989161,0.984848,-1,0.988413,0.999989,0.995035,0.969178,0.968889,0.988707,0.989078,0.988701,0.93324,0.984179,-0.993618,0.957265,0.989081,0.988373,-0.989121,0.988996,-0.989039,-0.97838,0.97838,0
-0.538462,-0.917098,-0.314554,-1,-0.542857,-0.684731,0.791282,-0.973064,0.662965,0.97304,0.919679,0.833096,0.917038,0.670825,0.682409,0.670827,0.486345,0.908541,-0.747831,0.599535,0.682501,0.664599,-0.681851,0.680299,-0.679738,-0.419153,0.419153,0
-0.956044,-0.958549,-0.981221,-0.96875,-0.885714,-0.999057,1,-0.993266,0.998957,0.993252,0.986836,0.958923,0.958519,0.999016,0.999051,0.998994,0.94108,0.962624,-0.991686,0.976668,0.999051,0.99893,-0.998674,0.999025,-0.998654,-0.998115,0.998115,0
-0.604396,-0.813472,-0.784038,-0.947917,-0.085714,-0.948162,0.757458,-0.979798,0.944481,0.979778,0.934075,0.740365,0.813335,0.945581,0.947742,0.945791,0.495613,0.865472,-0.987266,0.838843,0.947792,0.944491,-0.947238,0.947298,-0.946792,-0.897666,0.897665,0
-0.956044,-0.968912,-0.934272,-0.989583,-0.828571,-0.989161,0.984848,-1,0.988413,0.999989,0.995035,0.969178,0.968889,0.988707,0.989078,0.988701,0.93324,0.984179,-0.993618,0.957265,0.989081,0.988373,-0.989121,0.988996,-0.989039,-0.97838,0.97838,0
-0.67033,-0.834197,-0.276995,-1,-0.085714,-0.762488,0.753638,-0.973064,0.746024,0.97304,0.932096,0.77448,0.834076,0.751788,0.76071,0.75201,0.562057,0.933916,-0.831202,0.580249,0.760854,0.746864,-0.759783,0.759156,-0.758224,-0.553175,0.553175,0
-0.89011,-0.989637,-0.915493,-0.989583,-1,-0.961828,0.885326,-0.986532,0.959125,0.986515,0.971336,0.975622,0.98963,0.960218,0.961558,0.960154,0.893727,0.969309,-0.987324,0.945176,0.961542,0.959385,-0.96174,0.961267,-0.961451,-0.924385,0.924385,0
-0.846154,-0.989637,-0.896714,-0.989583,-1,-0.953817,0.809466,-0.986532,0.950561,0.986515,0.966595,0.96645,0.98963,0.951855,0.953488,0.951787,0.851456,0.959631,-0.984734,0.933142,0.953471,0.950854,-0.95364,0.953129,-0.953282,-0.9087,0.9087,0
-0.714286,-0.854922,-0.784038,-0.875,-0.885714,-0.854854,0.910708,-0.93266,0.844495,0.932617,0.886847,0.804273,0.854816,0.848253,0.853795,0.84818,0.707307,0.81108,-0.913609,0.79867,0.853791,0.845528,-0.853636,0.85278,-0.85262,-0.72024,0.72024,0
-0.89011,-0.989637,-0.821596,-0.989583,-1,-0.949105,0.88084,-0.993266,0.94556,0.993252,0.979555,0.975622,0.98963,0.946936,0.948741,0.946866,0.893727,0.969309,-0.986024,0.885576,0.94873,0.945673,-0.948631,0.948373,-0.948262,-0.899503,0.899503,0
-0.89011,-0.968912,-0.812207,-0.989583,-0.885714,-0.920829,0.895876,-0.993266,0.915338,0.993252,0.979555,0.954961,0.968889,0.917374,0.920252,0.917335,0.87692,0.969309,-0.968561,0.879697,0.920242,0.91571,-0.920259,0.919718,-0.919726,-0.844791,0.844791,0
-0.956044,-0.989637,-0.934272,-0.989583,-1,-0.990575,0.969812,-0.986532,0.989854,0.986515,0.978639,0.989717,0.98963,0.990227,0.990514,0.990178,0.957394,0.984179,-0.993779,0.957265,0.990505,0.98987,-0.990516,0.990428,-0.990432,-0.981194,0.981194,0
-0.978022,-0.84456,-0.99061,-0.854167,-0.942857,-0.999529,1,-0.993266,0.999461,0.993252,0.989313,0.85189,0.844446,0.999274,0.999529,0.999252,0.9705,0.850186,-0.991171,0.923359,0.99953,0.999216,-0.995887,0.999512,-0.99586,-0.999058,0.999057,0
-1,-0.958549,-1,-0.979167,-0.885714,-1,1,-1,1,0.999989,1,0.968665,0.958519,1,1,1,0.984001,0.983586,-0.990657,0.994492,1,1,-1,1,-1,-1,1,0
-0.934066,-0.989637,-0.971831,-0.989583,-1,-0.998115,1,-0.993266,0.99795,0.993252,0.984383,0.984974,0.98963,0.998098,0.998109,0.998053,0.936138,0.979175,-0.992189,0.981606,0.998101,0.997952,-0.99815,0.99806,-0.998105,-0.996231,0.996231,0
-0.912088,-0.948187,-0.962441,-0.958333,-0.942857,-0.998115,1,-0.993266,0.99795,0.993252,0.981957,0.939073,0.948149,0.99801,0.998105,0.997987,0.90649,0.941771,-0.992704,0.958853,0.998102,0.99786,-0.997286,0.99805,-0.997242,-0.996231,0.996231,0
-0.934066,-0.937824,-0.868545,-0.947917,-0.885714,-0.975495,-0.023086,-0.96633,0.973628,0.966306,0.951579,0.933597,0.937785,0.974373,0.975316,0.974339,0.919663,0.936019,-0.99443,0.892439,0.975319,0.973645,-0.974867,0.975136,-0.974685,-0.951289,0.951288,0
-0.934066,-0.927461,-0.868545,-0.989583,-0.657143,-0.95853,0.957838,-0.986532,0.955599,0.986515,0.976179,0.923351,0.927408,0.95664,0.958213,0.956709,0.889291,0.979175,-0.988312,0.915197,0.958222,0.955771,-0.958241,0.957944,-0.957972,-0.917918,0.917918,0
-0.912088,-0.937824,-0.849765,-1,-0.657143,-0.978322,0.689574,-0.973064,0.976686,0.973041,0.957327,0.928796,0.937779,0.977325,0.97815,0.977403,0.867594,0.985054,-0.996206,0.909063,0.978165,0.976704,-0.977848,0.977992,-0.977688,-0.956878,0.956878,0
-0.89011,-0.958549,-0.812207,-1,-0.771429,-0.932139,0.920228,-0.993266,0.927427,0.993252,0.979555,0.944645,0.958519,0.929158,0.931637,0.92917,0.860979,0.980166,-0.976356,0.885516,0.931637,0.927709,-0.931629,0.93118,-0.931172,-0.86658,0.86658,0
-0.912088,-0.958549,-0.953052,-0.96875,-0.942857,-0.99246,0.954888,-1,0.99194,0.999989,0.990171,0.949359,0.958519,0.992128,0.992409,0.992103,0.90649,0.952577,-0.992923,0.958265,0.992404,0.99187,-0.992354,0.992319,-0.992266,-0.984948,0.984948,0
-0.934066,-0.917098,-0.812207,-0.989583,-0.6,-0.928841,-0.945724,-1,0.923938,1,0.99259,0.913115,0.917064,0.925624,0.928304,0.925702,0.882249,0.979175,-0.974149,0.879697,0.928314,0.924193,-0.928279,0.927857,-0.927832,-0.860211,0.860211,0
-0.494505,-0.803109,-0.624413,-0.9375,0.085714,-0.915646,-0.016456,-0.89899,0.909297,0.898934,0.824117,0.708643,0.802972,0.91161,0.914982,0.911807,0.36818,0.8333,-0.972075,0.734994,0.915067,0.909657,-0.913934,0.914302,-0.913251,-0.834845,0.834845,0
-0.692308,-0.948187,-0.868545,-0.947917,-1,-0.993402,1,-0.993266,0.992912,0.993252,0.959105,0.89379,0.948149,0.99309,0.993362,0.993043,0.704741,0.883192,-0.997637,0.892439,0.993362,0.992608,-0.991246,0.993181,-0.991089,-0.986825,0.986825,0
-0.934066,-1,-0.962441,-1,-1,-0.990575,0.969812,-0.959596,0.989714,0.959566,0.943384,0.995278,1,0.990249,0.990514,0.9902,0.936138,0.98999,-0.992237,0.981082,0.990504,0.989967,-0.990767,0.990418,-0.990673,-0.981194,0.981194,0
-0.912088,-0.958549,-0.859155,-0.989583,-0.828571,-0.948633,0.903364,-1,0.945093,0.999989,0.990171,0.949359,0.958519,0.946376,0.948255,0.946373,0.890278,0.974219,-0.983964,0.909243,0.948251,0.945269,-0.948303,0.947905,-0.947953,-0.898585,0.898585,0
-0.846154,-0.979275,-0.924883,-0.979167,-1,-0.490104,0.89621,-0.979798,0.455234,0.979777,0.958363,0.956075,0.979259,0.46792,0.486398,0.467612,0.851456,0.948741,-0.532099,0.94559,0.486247,0.460288,-0.486639,0.483226,-0.483468,-0.110206,0.110206,0
-0.714286,-0.906736,-0.812207,-0.927083,-0.885714,-0.947691,0.75642,-0.939394,0.943764,0.939355,0.895109,0.856316,0.906668,0.945281,0.947309,0.945255,0.707307,0.865798,-0.985641,0.84511,0.947315,0.944017,-0.946872,0.946864,-0.946426,-0.896748,0.896748,0
